id,po_id,po_number,vendor_id,vendor_name,requester_id,requester_name,department_id,department_name,po_date,expected_delivery_date,received_date,currency,payment_term_id,payment_term_name,subtotal,tax,shipping,total,po_status,approval_status,approved_by,approved_at,received_status,shipping_terms,delivery_address,notes,created_at,created_by
765,PO0765,PO-2024-0765,VEND031,FedEx Corporation,EMP004,Jessica Martinez,DEPT004,Information Technology,2024-04-23,2024-05-28,2024-05-28,SEK,PT004,Net 45,487323.89,87718.3,783.65,575825.84,Closed,Approved,EMP034,2024-04-28,Fully Received,Ex-Works,"637 Market St, New York, AZ 29535",,2024-04-23T16:00:00Z,Sales Team
766,PO0766,PO-2024-0766,VEND022,Siemens AG,EMP010,Patricia Taylor,DEPT010,Executive Management,2024-01-06,2024-02-03,None,USD,PT006,Net 90,368733.28,18436.66,0,387169.94,Open,Approved,EMP007,2024-01-07,Not Received,Ex-Works,"888 Market St, New York, AZ 29198",,2024-01-06T11:00:00Z,IT Team
767,PO0767,PO-2025-0767,VEND091,Ingersoll Rand,EMP003,Michael Johnson,DEPT003,Operations,2025-11-15,2025-12-17,2025-12-16,GBP,PT007,2/10 Net 30,482729.39,0,2651.97,485381.36,Open,Approved,EMP010,2025-11-16,Not Received,Ex-Works,"885 Park Blvd, Houston, IL 76432",Keep in warehouse,2025-11-15T16:00:00Z,Procurement Team
768,PO0768,PO-2023-0768,VEND006,Amazon Business,EMP021,Brian Thompson,DEPT001,Finance,2023-08-10,2023-08-28,None,SEK,PT001,Immediate,192751.85,9637.59,2278.67,204668.11,Open,Draft,None,None,Not Received,FOB Origin,"544 Market St, Phoenix, TX 67797",Urgent,2023-08-10T13:00:00Z,Procurement Team
769,PO0769,PO-2026-0769,VEND069,ADT Inc.,EMP029,Jennifer Lee,DEPT009,Warehouse & Logistics,2026-05-20,2026-06-23,2026-06-28,EUR,PT007,2/10 Net 30,65553.01,3277.65,2270.1,71100.76,Closed,Submitted,None,None,Fully Received,Ex-Works,"143 Oak Ave, Los Angeles, IL 46324",Keep in warehouse,2026-05-20T09:00:00Z,Finance Team
770,PO0770,PO-2025-0770,VEND047,Apple Inc.,EMP014,Lisa Johnson,DEPT004,Information Technology,2025-09-05,2025-10-16,2025-10-15,GBP,PT003,Net 30,239150.96,47830.19,0,286981.15,Open,Submitted,None,None,Not Received,Ex-Works,"488 Market St, Los Angeles, IL 90896",Call before delivery,2025-09-05T08:00:00Z,Marketing Team
771,PO0771,PO-2026-0771,VEND077,Spectrum Business,EMP037,Christopher Lee,DEPT007,Marketing,2026-02-11,2026-02-26,None,SEK,PT001,Immediate,61818.57,11127.34,3839.75,76785.66,Pending Approval,Approved,EMP024,2026-02-17,Not Received,FOB Origin,"105 Main St, Chicago, TX 45795",Keep in warehouse,2026-02-11T08:00:00Z,IT Team
772,PO0772,PO-2023-0772,VEND100,ZF Friedrichshafen AG,EMP013,Kevin Moore,DEPT003,Operations,2023-09-20,2023-10-28,2023-10-24,USD,PT004,Net 45,222056.55,11102.83,4717.63,237877.01,Partially Received,Draft,None,None,Partially Received,FOB Destination,"502 Oak Ave, Chicago, CA 21007",Expedite shipping,2023-09-20T16:00:00Z,HR Team
773,PO0773,PO-2023-0773,VEND097,Goodyear Tire & Rubber,EMP039,David Nguyen,DEPT009,Warehouse & Logistics,2023-07-26,2023-08-22,2023-08-22,GBP,PT002,Net 15,167942.62,33588.52,0,201531.14,Cancelled,Submitted,None,None,Not Received,FOB Origin,"987 Oak Ave, New York, AZ 16269",,2023-07-26T12:00:00Z,Sales Team
774,PO0774,PO-2024-0774,VEND026,General Electric,EMP001,David Chen,DEPT001,Finance,2024-10-05,2024-11-09,None,SEK,PT002,Net 15,213708.22,0,1849.42,215557.64,Partially Received,Approved,EMP030,2024-10-08,Partially Received,FOB Destination,"619 Market St, Houston, CA 40527",Keep in warehouse,2024-10-05T12:00:00Z,Procurement Team
775,PO0775,PO-2024-0775,VEND061,Bain & Company,EMP023,Richard Martinez,DEPT003,Operations,2024-12-14,2025-01-14,2025-01-18,INR,PT002,Net 15,356490.54,17824.53,0,374315.07,Open,Approved,EMP027,2024-12-18,Not Received,Ex-Works,"631 Main St, Phoenix, TX 28374",Call before delivery,2024-12-14T10:00:00Z,Marketing Team
776,PO0776,PO-2024-0776,VEND024,Schneider Electric,EMP033,Timothy Rodriguez,DEPT003,Operations,2024-05-28,2024-07-12,2024-07-07,USD,PT001,Immediate,274958.19,49492.47,0,324450.66,Closed,Approved,EMP040,2024-05-31,Fully Received,FOB Origin,"440 Park Blvd, Phoenix, TX 58248",Call before delivery,2024-05-28T10:00:00Z,IT Team
777,PO0777,PO-2026-0777,VEND044,IBM Corporation,EMP007,James Wilson,DEPT007,Marketing,2026-05-11,2026-06-19,None,SEK,PT007,2/10 Net 30,438516.99,87703.4,715.83,526936.22,Partially Received,Approved,EMP027,2026-05-18,Partially Received,CIF,"632 Main St, New York, AZ 57545",Keep in warehouse,2026-05-11T13:00:00Z,Sales Team
778,PO0778,PO-2024-0778,VEND044,IBM Corporation,EMP022,Cynthia Lewis,DEPT002,Procurement,2024-11-20,2024-12-20,2024-12-22,SEK,PT001,Immediate,129680.95,12968.09,3176.01,145825.05,Closed,Rejected,None,None,Fully Received,FOB Origin,"334 Market St, Chicago, CA 95659",Expedite shipping,2024-11-20T09:00:00Z,HR Team
779,PO0779,PO-2025-0779,VEND017,Pinnacle Partners,EMP040,Melissa Torres,DEPT010,Executive Management,2025-07-14,2025-08-10,2025-08-14,CHF,PT007,2/10 Net 30,160331.7,32066.34,1670.82,194068.86,Open,Approved,EMP018,2025-07-19,Not Received,FOB Destination,"242 Oak Ave, Chicago, NY 64939",,2025-07-14T13:00:00Z,Procurement Team
780,PO0780,PO-2023-0780,VEND019,Vanguard Tech,EMP025,Jason Harris,DEPT005,Human Resources,2023-10-04,2023-11-06,2023-11-04,USD,PT004,Net 45,465206.94,83737.25,0,548944.19,Open,Approved,EMP031,2023-10-05,Not Received,FOB Origin,"967 Market St, Houston, CA 15591",,2023-10-04T14:00:00Z,Sales Team
781,PO0781,PO-2025-0781,VEND064,Aramark Corporation,EMP035,Joseph Wilson,DEPT005,Human Resources,2025-06-17,2025-07-02,2025-06-27,EUR,PT003,Net 30,193677.37,9683.87,0,203361.24,Closed,Approved,EMP033,2025-06-24,Fully Received,FOB Destination,"232 Market St, Phoenix, IL 64454",Expedite shipping,2025-06-17T10:00:00Z,Procurement Team
782,PO0782,PO-2023-0782,VEND071,Waste Management Inc.,EMP035,Joseph Wilson,DEPT005,Human Resources,2023-08-29,2023-09-19,2023-09-23,EUR,PT001,Immediate,215960.32,38872.86,1690.05,256523.23,Closed,Approved,EMP010,2023-09-04,Fully Received,FOB Origin,"603 Park Blvd, Los Angeles, AZ 35049",Call before delivery,2023-08-29T13:00:00Z,Sales Team
783,PO0783,PO-2023-0783,VEND092,Baldor Electric Company,EMP021,Brian Thompson,DEPT001,Finance,2023-03-25,2023-04-12,2023-04-13,CHF,PT004,Net 45,292040.6,14602.03,0,306642.63,Closed,Approved,EMP002,2023-03-29,Fully Received,FOB Origin,"828 Main St, Chicago, NY 51307",Keep in warehouse,2023-03-25T16:00:00Z,Finance Team
784,PO0784,PO-2024-0784,VEND080,Ecolab Inc.,EMP034,Angela Martinez,DEPT004,Information Technology,2024-09-15,2024-10-14,2024-10-14,INR,PT003,Net 30,187387.85,9369.39,0,196757.24,Closed,Draft,None,None,Fully Received,FOB Origin,"204 Main St, Chicago, CA 49154",Urgent,2024-09-15T08:00:00Z,Marketing Team
785,PO0785,PO-2023-0785,VEND019,Vanguard Tech,EMP019,Rachel Rodriguez,DEPT009,Warehouse & Logistics,2023-11-06,2023-11-21,2023-11-22,USD,PT001,Immediate,492947.14,49294.71,0,542241.85,Partially Received,Submitted,None,None,Partially Received,FOB Destination,"436 Main St, Phoenix, CA 75346",Urgent,2023-11-06T14:00:00Z,Procurement Team
786,PO0786,PO-2024-0786,VEND100,ZF Friedrichshafen AG,EMP004,Jessica Martinez,DEPT004,Information Technology,2024-12-13,2024-12-30,2024-12-30,USD,PT007,2/10 Net 30,98660.64,17758.92,114.21,116533.77,Pending Approval,Approved,EMP021,2024-12-16,Not Received,FOB Destination,"742 Market St, Houston, IL 89650",Call before delivery,2024-12-13T17:00:00Z,Procurement Team
787,PO0787,PO-2024-0787,VEND030,Bosch Rexroth AG,EMP013,Kevin Moore,DEPT003,Operations,2024-02-21,2024-04-04,2024-04-08,CHF,PT004,Net 45,221452.15,22145.22,4028.23,247625.6,Closed,Approved,EMP037,2024-02-23,Fully Received,FOB Origin,"101 Park Blvd, Chicago, TX 68825",Keep in warehouse,2024-02-21T12:00:00Z,Marketing Team
788,PO0788,PO-2023-0788,VEND068,Securitas AB,EMP028,Peter Garcia,DEPT008,Legal & Compliance,2023-08-17,2023-09-06,None,EUR,PT004,Net 45,11667.79,2333.56,0,14001.35,Open,Approved,EMP032,2023-08-18,Not Received,Ex-Works,"939 Oak Ave, New York, TX 12390",Call before delivery,2023-08-17T10:00:00Z,Sales Team
789,PO0789,PO-2023-0789,VEND087,Hilti Corporation,EMP029,Jennifer Lee,DEPT009,Warehouse & Logistics,2023-07-11,2023-08-11,2023-08-11,CHF,PT004,Net 45,149662.1,7483.1,0,157145.2,Closed,Approved,EMP004,2023-07-13,Fully Received,CIF,"711 Main St, New York, AZ 25699",Keep in warehouse,2023-07-11T14:00:00Z,Procurement Team
790,PO0790,PO-2023-0790,VEND075,T-Mobile for Business,EMP036,Kimberly Wright,DEPT006,Sales,2023-04-22,2023-06-01,None,GBP,PT007,2/10 Net 30,358697.41,17934.87,0,376632.28,Closed,Submitted,None,None,Fully Received,CIF,"398 Park Blvd, Los Angeles, IL 38429",Call before delivery,2023-04-22T09:00:00Z,Procurement Team
791,PO0791,PO-2025-0791,VEND086,W.W. Grainger International,EMP031,Charles Robinson,DEPT001,Finance,2025-12-09,2026-01-06,2026-01-05,EUR,PT001,Immediate,13650.48,2730.1,0,16380.58,Open,Approved,EMP019,2025-12-16,Not Received,CIF,"299 Park Blvd, Chicago, NY 62096",,2025-12-09T10:00:00Z,Finance Team
792,PO0792,PO-2025-0792,VEND011,Global Supplies Inc,EMP004,Jessica Martinez,DEPT004,Information Technology,2025-08-03,2025-09-07,2025-09-11,SEK,PT003,Net 30,252686.92,0,0,252686.92,Open,Submitted,None,None,Not Received,CIF,"425 Market St, Los Angeles, TX 76795",,2025-08-03T12:00:00Z,Finance Team
793,PO0793,PO-2026-0793,VEND017,Pinnacle Partners,EMP013,Kevin Moore,DEPT003,Operations,2026-09-02,2026-09-19,2026-09-17,CHF,PT005,Net 60,480028.7,24001.44,0,504030.14,Closed,Approved,EMP020,2026-09-07,Fully Received,FOB Origin,"826 Park Blvd, Chicago, CA 48148",Call before delivery,2026-09-02T16:00:00Z,Sales Team
794,PO0794,PO-2025-0794,VEND025,ABB Ltd,EMP005,Robert Kim,DEPT005,Human Resources,2025-04-16,2025-05-22,2025-05-21,GBP,PT003,Net 30,204841.36,10242.07,0,215083.43,Pending Approval,Approved,EMP012,2025-04-23,Not Received,CIF,"762 Park Blvd, Phoenix, CA 34891",Expedite shipping,2025-04-16T10:00:00Z,IT Team
795,PO0795,PO-2026-0795,VEND025,ABB Ltd,EMP028,Peter Garcia,DEPT008,Legal & Compliance,2026-10-06,2026-11-04,2026-11-04,GBP,PT007,2/10 Net 30,387255.21,38725.52,1175.24,427155.97,Partially Received,Approved,EMP011,2026-10-10,Partially Received,CIF,"435 Oak Ave, Los Angeles, CA 22966",,2026-10-06T10:00:00Z,HR Team
796,PO0796,PO-2024-0796,VEND025,ABB Ltd,EMP032,Susan Clark,DEPT002,Procurement,2024-02-06,2024-02-26,None,GBP,PT007,2/10 Net 30,476362.74,47636.27,0,523999.01,Open,Approved,EMP005,2024-02-09,Not Received,CIF,"551 Main St, New York, AZ 89692",Call before delivery,2024-02-06T08:00:00Z,HR Team
797,PO0797,PO-2026-0797,VEND089,DeWalt Industrial Tool Co.,EMP033,Timothy Rodriguez,DEPT003,Operations,2026-12-23,2027-01-26,None,INR,PT001,Immediate,424420.39,76395.67,4564.43,505380.49,Open,Approved,EMP002,2026-12-24,Not Received,Ex-Works,"610 Main St, New York, AZ 76395",Call before delivery,2026-12-23T08:00:00Z,HR Team
798,PO0798,PO-2023-0798,VEND051,Thomson Reuters,EMP024,Kimberly White,DEPT004,Information Technology,2023-03-11,2023-04-14,2023-04-14,USD,PT003,Net 30,339912.26,0,2219.52,342131.78,Partially Received,Approved,EMP012,2023-03-14,Partially Received,FOB Origin,"304 Oak Ave, Phoenix, IL 67071",Expedite shipping,2023-03-11T10:00:00Z,Procurement Team
799,PO0799,PO-2023-0799,VEND046,Lenovo Group Limited,EMP013,Kevin Moore,DEPT003,Operations,2023-09-18,2023-10-24,None,INR,PT003,Net 30,422000.92,42200.09,3053.08,467254.09,Open,Approved,EMP011,2023-09-24,Not Received,FOB Origin,"452 Market St, Los Angeles, AZ 99948",Call before delivery,2023-09-18T10:00:00Z,Procurement Team
800,PO0800,PO-2026-0800,VEND017,Pinnacle Partners,EMP023,Richard Martinez,DEPT003,Operations,2026-06-13,2026-07-24,2026-07-29,CHF,PT001,Immediate,234366.96,23436.7,2902.8,260706.46,Closed,Rejected,None,None,Fully Received,CIF,"225 Park Blvd, Phoenix, TX 60191",Urgent,2026-06-13T13:00:00Z,Sales Team
801,PO0801,PO-2025-0801,VEND055,Deloitte & Touche LLP,EMP011,Daniel Anderson,DEPT001,Finance,2025-02-03,2025-02-22,2025-02-27,EUR,PT005,Net 60,189109.26,34039.67,646.12,223795.05,Open,Approved,EMP038,2025-02-09,Not Received,CIF,"639 Main St, Los Angeles, CA 13391",,2025-02-03T11:00:00Z,Procurement Team
802,PO0802,PO-2025-0802,VEND043,Cisco Systems Inc.,EMP010,Patricia Taylor,DEPT010,Executive Management,2025-01-14,2025-02-21,2025-02-17,GBP,PT004,Net 45,461133.68,83004.06,0,544137.74,Open,Submitted,None,None,Not Received,CIF,"857 Main St, Los Angeles, CA 72864",Urgent,2025-01-14T17:00:00Z,Sales Team
803,PO0803,PO-2025-0803,VEND055,Deloitte & Touche LLP,EMP024,Kimberly White,DEPT004,Information Technology,2025-10-11,2025-11-02,2025-11-06,EUR,PT004,Net 45,133570.29,0,1907.77,135478.06,Cancelled,Rejected,None,None,Not Received,FOB Destination,"974 Park Blvd, Phoenix, NY 56283",Urgent,2025-10-11T17:00:00Z,Procurement Team
804,PO0804,PO-2024-0804,VEND073,AT&T Business,EMP017,Michelle Chen,DEPT007,Marketing,2024-12-03,2024-12-19,2024-12-17,SEK,PT007,2/10 Net 30,460737.24,0,2802.32,463539.56,Open,Draft,None,None,Not Received,FOB Origin,"156 Oak Ave, Houston, CA 62656",Expedite shipping,2024-12-03T11:00:00Z,Sales Team
805,PO0805,PO-2023-0805,VEND001,ABCD & CO,EMP002,Sarah Williams,DEPT002,Procurement,2023-12-07,2023-12-29,2023-12-26,SEK,PT002,Net 15,184167.81,9208.39,0,193376.2,Open,Approved,EMP016,2023-12-13,Not Received,FOB Destination,"331 Park Blvd, Chicago, IL 91564",,2023-12-07T13:00:00Z,IT Team
806,PO0806,PO-2023-0806,VEND071,Waste Management Inc.,EMP025,Jason Harris,DEPT005,Human Resources,2023-12-26,2024-01-14,2024-01-15,EUR,PT003,Net 30,66813.41,13362.68,1043.25,81219.34,Pending Approval,Approved,EMP035,2023-12-30,Not Received,CIF,"729 Main St, Houston, NY 34841",Expedite shipping,2023-12-26T17:00:00Z,Finance Team
807,PO0807,PO-2025-0807,VEND071,Waste Management Inc.,EMP001,David Chen,DEPT001,Finance,2025-10-18,2025-11-26,2025-11-27,EUR,PT006,Net 90,389170.39,38917.04,261.46,428348.89,Open,Approved,EMP005,2025-10-19,Not Received,Ex-Works,"756 Park Blvd, Houston, AZ 79161",Call before delivery,2025-10-18T08:00:00Z,Finance Team
808,PO0808,PO-2024-0808,VEND021,Johnson Controls,EMP027,Nancy Davis,DEPT007,Marketing,2024-02-04,2024-02-20,2024-02-21,USD,PT006,Net 90,281917.33,28191.73,0,310109.06,Pending Approval,Approved,EMP028,2024-02-09,Not Received,CIF,"440 Oak Ave, Phoenix, IL 16783",Urgent,2024-02-04T13:00:00Z,HR Team
809,PO0809,PO-2025-0809,VEND074,Verizon Business Group,EMP030,Elizabeth Miller,DEPT010,Executive Management,2025-07-22,2025-08-10,2025-08-11,EUR,PT007,2/10 Net 30,178283.88,17828.39,0,196112.27,Cancelled,Approved,EMP039,2025-07-25,Not Received,FOB Origin,"737 Main St, Los Angeles, IL 31968",,2025-07-22T14:00:00Z,HR Team
810,PO0810,PO-2023-0810,VEND088,Makita Corporation,EMP015,Mark Davis,DEPT005,Human Resources,2023-09-29,2023-10-22,2023-10-24,CHF,PT007,2/10 Net 30,332078.84,59774.19,0,391853.03,Closed,Approved,EMP021,2023-10-06,Fully Received,FOB Destination,"523 Oak Ave, Houston, AZ 33306",,2023-09-29T13:00:00Z,Finance Team
811,PO0811,PO-2026-0811,VEND075,T-Mobile for Business,EMP036,Kimberly Wright,DEPT006,Sales,2026-08-15,2026-09-23,None,GBP,PT002,Net 15,281256.58,56251.32,3443.12,340951.02,Partially Received,Approved,EMP023,2026-08-19,Partially Received,FOB Destination,"435 Oak Ave, Houston, TX 14961",Keep in warehouse,2026-08-15T09:00:00Z,Procurement Team
812,PO0812,PO-2026-0812,VEND025,ABB Ltd,EMP038,Stephanie Hall,DEPT008,Legal & Compliance,2026-01-09,2026-01-30,None,GBP,PT002,Net 15,171934.07,30948.13,0,202882.2,Partially Received,Approved,EMP007,2026-01-14,Partially Received,FOB Origin,"956 Park Blvd, New York, NY 37183",Urgent,2026-01-09T08:00:00Z,Procurement Team
813,PO0813,PO-2026-0813,VEND092,Baldor Electric Company,EMP007,James Wilson,DEPT007,Marketing,2026-05-25,2026-07-02,2026-06-29,CHF,PT001,Immediate,396346.29,71342.33,106.29,467794.91,Partially Received,Approved,EMP023,2026-05-28,Partially Received,Ex-Works,"156 Market St, Houston, CA 85097",Keep in warehouse,2026-05-25T14:00:00Z,Procurement Team
814,PO0814,PO-2023-0814,VEND055,Deloitte & Touche LLP,EMP032,Susan Clark,DEPT002,Procurement,2023-06-02,2023-07-09,2023-07-13,EUR,PT006,Net 90,312480.3,62496.06,0,374976.36,Open,Approved,EMP029,2023-06-05,Not Received,FOB Destination,"244 Market St, Chicago, CA 80012",Call before delivery,2023-06-02T08:00:00Z,Marketing Team
815,PO0815,PO-2026-0815,VEND013,Quick Logistics,EMP005,Robert Kim,DEPT005,Human Resources,2026-07-24,2026-08-08,2026-08-11,GBP,PT004,Net 45,242619.44,12130.97,2419.19,257169.6,Open,Approved,EMP035,2026-07-25,Not Received,FOB Origin,"698 Park Blvd, Houston, CA 12512",Urgent,2026-07-24T10:00:00Z,Marketing Team
816,PO0816,PO-2023-0816,VEND025,ABB Ltd,EMP037,Christopher Lee,DEPT007,Marketing,2023-03-12,2023-04-15,2023-04-17,GBP,PT004,Net 45,228465.47,41123.78,0,269589.25,Closed,Draft,None,None,Fully Received,FOB Destination,"612 Main St, Phoenix, NY 60965",Keep in warehouse,2023-03-12T10:00:00Z,Marketing Team
817,PO0817,PO-2026-0817,VEND047,Apple Inc.,EMP013,Kevin Moore,DEPT003,Operations,2026-02-18,2026-03-08,2026-03-04,GBP,PT004,Net 45,216391.57,43278.31,2848.5,262518.38,Open,Approved,EMP035,2026-02-25,Not Received,Ex-Works,"929 Main St, Phoenix, AZ 89427",Expedite shipping,2026-02-18T10:00:00Z,Marketing Team
818,PO0818,PO-2026-0818,VEND010,Tech Solutions Ltd,EMP002,Sarah Williams,DEPT002,Procurement,2026-04-14,2026-05-06,2026-05-05,USD,PT006,Net 90,116504.66,0,0,116504.66,Pending Approval,Submitted,None,None,Not Received,Ex-Works,"177 Park Blvd, New York, CA 59041",Urgent,2026-04-14T11:00:00Z,Procurement Team
819,PO0819,PO-2024-0819,VEND066,Jones Lang LaSalle,EMP006,Amanda Lee,DEPT006,Sales,2024-04-17,2024-05-24,2024-05-29,CHF,PT007,2/10 Net 30,324823.04,58468.15,0,383291.19,Partially Received,Approved,EMP029,2024-04-20,Partially Received,CIF,"455 Park Blvd, Houston, AZ 45774",Urgent,2024-04-17T12:00:00Z,HR Team
820,PO0820,PO-2024-0820,VEND009,Office Furniture World,EMP038,Stephanie Hall,DEPT008,Legal & Compliance,2024-03-15,2024-04-09,2024-04-14,USD,PT005,Net 60,153279.77,0,0,153279.77,Closed,Approved,EMP028,2024-03-20,Fully Received,FOB Origin,"942 Market St, Los Angeles, IL 76842",Urgent,2024-03-15T11:00:00Z,Finance Team
821,PO0821,PO-2026-0821,VEND039,Oracle Corporation,EMP040,Melissa Torres,DEPT010,Executive Management,2026-08-04,2026-09-14,2026-09-14,CHF,PT007,2/10 Net 30,341896.18,0,0,341896.18,Open,Submitted,None,None,Not Received,Ex-Works,"277 Park Blvd, Phoenix, AZ 90485",,2026-08-04T08:00:00Z,Sales Team
822,PO0822,PO-2026-0822,VEND036,Kuehne + Nagel,EMP014,Lisa Johnson,DEPT004,Information Technology,2026-07-29,2026-08-24,None,INR,PT003,Net 30,117966.96,21234.05,2207.78,141408.79,Open,Approved,EMP026,2026-08-04,Not Received,Ex-Works,"329 Market St, Phoenix, CA 11929",,2026-07-29T12:00:00Z,Marketing Team
823,PO0823,PO-2025-0823,VEND006,Amazon Business,EMP030,Elizabeth Miller,DEPT010,Executive Management,2025-07-28,2025-08-25,2025-08-25,SEK,PT006,Net 90,50154,2507.7,0,52661.7,Partially Received,Approved,EMP014,2025-08-03,Partially Received,FOB Origin,"172 Market St, New York, IL 64684",,2025-07-28T12:00:00Z,Sales Team
824,PO0824,PO-2024-0824,VEND017,Pinnacle Partners,EMP029,Jennifer Lee,DEPT009,Warehouse & Logistics,2024-06-02,2024-07-04,2024-06-29,CHF,PT002,Net 15,491409.45,49140.94,4722.78,545273.17,Open,Approved,EMP007,2024-06-06,Not Received,Ex-Works,"851 Main St, Los Angeles, CA 45769",Urgent,2024-06-02T13:00:00Z,Marketing Team
825,PO0825,PO-2023-0825,VEND041,Salesforce.com Inc.,EMP018,Andrew Kim,DEPT008,Legal & Compliance,2023-02-26,2023-03-19,2023-03-21,GBP,PT002,Net 15,241543.76,12077.19,3415.93,257036.88,Closed,Approved,EMP031,2023-03-03,Fully Received,FOB Origin,"422 Oak Ave, Chicago, AZ 62666",Urgent,2023-02-26T12:00:00Z,HR Team
826,PO0826,PO-2023-0826,VEND081,Kimberly-Clark Professional,EMP002,Sarah Williams,DEPT002,Procurement,2023-09-13,2023-10-08,2023-10-13,SEK,PT006,Net 90,42574.07,2128.7,916.43,45619.2,Closed,Approved,EMP016,2023-09-17,Fully Received,CIF,"406 Market St, Houston, IL 61494",Call before delivery,2023-09-13T11:00:00Z,Procurement Team
827,PO0827,PO-2024-0827,VEND041,Salesforce.com Inc.,EMP036,Kimberly Wright,DEPT006,Sales,2024-08-13,2024-09-07,2024-09-02,GBP,PT004,Net 45,160836.22,8041.81,0,168878.03,Closed,Submitted,None,None,Fully Received,FOB Destination,"816 Park Blvd, Phoenix, TX 60078",Call before delivery,2024-08-13T17:00:00Z,IT Team
828,PO0828,PO-2026-0828,VEND083,MSC Industrial Direct,EMP014,Lisa Johnson,DEPT004,Information Technology,2026-10-23,2026-11-10,2026-11-08,SEK,PT005,Net 60,381525.38,76305.08,0,457830.46,Pending Approval,Submitted,None,None,Not Received,Ex-Works,"328 Market St, Los Angeles, AZ 76102",Expedite shipping,2026-10-23T08:00:00Z,Sales Team
829,PO0829,PO-2023-0829,VEND057,Ernst & Young LLP,EMP019,Rachel Rodriguez,DEPT009,Warehouse & Logistics,2023-02-20,2023-04-04,2023-04-05,INR,PT003,Net 30,377576.21,37757.62,0,415333.83,Open,Approved,EMP032,2023-02-25,Not Received,CIF,"281 Market St, Chicago, AZ 98188",Urgent,2023-02-20T13:00:00Z,Finance Team
830,PO0830,PO-2025-0830,VEND093,Regal Beloit Corporation,EMP003,Michael Johnson,DEPT003,Operations,2025-07-10,2025-08-17,2025-08-15,CHF,PT004,Net 45,348653.5,69730.7,0,418384.2,Closed,Approved,EMP004,2025-07-12,Fully Received,Ex-Works,"372 Park Blvd, Phoenix, IL 63946",,2025-07-10T14:00:00Z,Sales Team
831,PO0831,PO-2024-0831,VEND074,Verizon Business Group,EMP016,Steven Park,DEPT006,Sales,2024-12-06,2024-12-29,2025-01-02,EUR,PT006,Net 90,245505.24,49101.05,0,294606.29,Open,Approved,EMP010,2024-12-10,Not Received,Ex-Works,"370 Market St, Houston, CA 18218",Urgent,2024-12-06T12:00:00Z,HR Team
832,PO0832,PO-2023-0832,VEND079,UniFirst Corporation,EMP004,Jessica Martinez,DEPT004,Information Technology,2023-09-19,2023-10-26,2023-10-29,USD,PT002,Net 15,269488.58,26948.86,0,296437.44,Open,Draft,None,None,Not Received,Ex-Works,"273 Park Blvd, Phoenix, CA 28673",Urgent,2023-09-19T11:00:00Z,Sales Team
833,PO0833,PO-2025-0833,VEND030,Bosch Rexroth AG,EMP004,Jessica Martinez,DEPT004,Information Technology,2025-11-29,2026-01-01,2025-12-28,CHF,PT001,Immediate,64873.7,11677.27,1106.05,77657.02,Partially Received,Approved,EMP024,2025-12-04,Partially Received,FOB Destination,"832 Park Blvd, New York, NY 21028",Call before delivery,2025-11-29T12:00:00Z,Procurement Team
834,PO0834,PO-2024-0834,VEND026,General Electric,EMP006,Amanda Lee,DEPT006,Sales,2024-05-25,2024-07-05,None,SEK,PT001,Immediate,383355.65,19167.78,0,402523.43,Open,Approved,EMP032,2024-05-28,Not Received,CIF,"620 Market St, Houston, AZ 23850",Expedite shipping,2024-05-25T10:00:00Z,Finance Team
835,PO0835,PO-2024-0835,VEND011,Global Supplies Inc,EMP040,Melissa Torres,DEPT010,Executive Management,2024-07-04,2024-08-04,None,SEK,PT004,Net 45,15548.38,1554.84,0,17103.22,Partially Received,Rejected,None,None,Partially Received,FOB Origin,"746 Main St, Los Angeles, CA 20758",Keep in warehouse,2024-07-04T16:00:00Z,IT Team
836,PO0836,PO-2023-0836,VEND032,UPS Supply Chain Solutions,EMP015,Mark Davis,DEPT005,Human Resources,2023-12-26,2024-02-03,2024-02-03,EUR,PT001,Immediate,493360.15,88804.83,3211.12,585376.1,Cancelled,Submitted,None,None,Not Received,FOB Destination,"483 Market St, Los Angeles, NY 89010",Keep in warehouse,2023-12-26T09:00:00Z,Marketing Team
837,PO0837,PO-2024-0837,VEND040,SAP SE,EMP018,Andrew Kim,DEPT008,Legal & Compliance,2024-03-11,2024-04-13,None,INR,PT001,Immediate,255331.11,51066.22,0,306397.33,Closed,Approved,EMP027,2024-03-15,Fully Received,FOB Destination,"554 Main St, Houston, NY 18051",,2024-03-11T13:00:00Z,Procurement Team
838,PO0838,PO-2024-0838,VEND049,Parker Hannifin Corporation,EMP033,Timothy Rodriguez,DEPT003,Operations,2024-09-25,2024-10-11,None,USD,PT003,Net 30,474050.77,0,0,474050.77,Pending Approval,Rejected,None,None,Not Received,Ex-Works,"422 Oak Ave, Phoenix, IL 15674",Call before delivery,2024-09-25T13:00:00Z,Finance Team
839,PO0839,PO-2026-0839,VEND088,Makita Corporation,EMP026,Amanda Thomas,DEPT006,Sales,2026-11-27,2027-01-08,2027-01-08,CHF,PT007,2/10 Net 30,340678.11,34067.81,2478.17,377224.09,Closed,Approved,EMP039,2026-11-30,Fully Received,FOB Origin,"960 Oak Ave, Phoenix, AZ 56963",Call before delivery,2026-11-27T13:00:00Z,Sales Team
