id,invoice_id,invoice_number,po_number,po_id,vendor_id,vendor_name,invoice_date,due_date,currency,subtotal,discount,shipping,tax_rate,tax_amount,total,status,payment_status,payment_date,created_by,created_at,approved_by,approved_at,validation_status,validation_errors,ocr_confidence,attachment_name,notes
1420,INVREC01420,INV-01420,PO-2024-0834,PO0834,VEND026,General Electric,2024-06-15,2024-06-15,SEK,383355.65,0,0,5,19167.78,402523.43,Pending,Unpaid,None,OCR Workflow,2024-06-15T00:00:00Z,None,None,Pending Approval,,85.2,INV-01420.pdf,Invoice under review.
1421,INVREC01421,INV-01421,PO-2023-0695,PO0695,VEND088,Makita Corporation,2023-12-17,2024-01-31,CHF,334966.24,0,0,10,33496.62,368462.86,Paid,Paid,2024-01-06,Manual Entry,2023-12-17T00:00:00Z,EMP038,2023-12-20,Passed,,85.1,INV-01421.pdf,Payment pending approval.
1422,INVREC01422,INV-01422,PO-2026-1133,PO1133,VEND079,UniFirst Corporation,2026-10-21,2026-11-20,USD,290798.83,10421.5,0,20,58159.77,348958.6,Paid,Paid,2026-11-04,Manual Entry,2026-10-21T00:00:00Z,EMP032,2026-10-25,Passed,,98,INV-01422.pdf,Three-way match completed.
1423,INVREC01423,INV-01423,PO-2023-1057,PO1057,VEND061,Bain & Company,2023-10-14,2023-11-13,INR,28810.23,0,4797.21,0,0,33607.44,Rejected,Unpaid,None,Manual Entry,2023-10-14T00:00:00Z,EMP035,2023-10-16,Passed,,94.1,INV-01423.pdf,Ready for payment.
1424,INVREC01424,INV-01424,PO-2026-0499,PO0499,VEND051,Thomson Reuters,2026-05-04,2026-06-03,USD,339272.08,0,3208.9,20,67854.42,410335.4,Paid,Paid,2026-05-16,OCR Workflow,2026-05-04T00:00:00Z,EMP021,2026-05-05,Passed,,91.3,INV-01424.pdf,Matched successfully against PO.
1425,INVREC01425,INV-01425,PO-2026-1343,PO1343,VEND019,Vanguard Tech,2026-08-01,2026-08-31,USD,137173.46,3339.5,0,0,0,137173.46,Paid,Paid,2026-08-12,System Integration,2026-08-01T00:00:00Z,EMP006,2026-08-03,Passed,,96.8,INV-01425.pdf,Ready for payment.
1426,INVREC01426,INV-01426,PO-2025-0061,PO0061,VEND042,"VMware, Inc.",2025-05-28,2025-07-27,SEK,486960.04,21514.25,0,5,24348,511308.04,Paid,Paid,2025-06-11,Manual Entry,2025-05-28T00:00:00Z,EMP018,2025-05-30,Passed,,95.2,INV-01426.pdf,Payment pending approval.
1427,INVREC01427,INV-01427,PO-2025-0625,PO0625,VEND095,SKF Group,2025-07-21,2025-08-20,GBP,56636.04,592.38,4233.71,5,2831.8,63701.55,Rejected,Unpaid,None,OCR Workflow,2025-07-21T00:00:00Z,EMP013,2025-07-22,Passed,,90,INV-01427.pdf,Payment pending approval.
1428,INVREC01428,INV-01428,PO-2024-0291,PO0291,VEND043,Cisco Systems Inc.,2024-09-24,2024-10-24,GBP,183443.65,2449.78,4435.25,18,33019.86,220898.76,Paid,Paid,2024-10-05,Manual Entry,2024-09-24T00:00:00Z,EMP020,2024-09-28,Passed,,90.4,INV-01428.pdf,Ready for payment.
1429,INVREC01429,INV-01429,PO-2026-0703,PO0703,VEND040,SAP SE,2026-02-08,2026-02-23,INR,203120.28,0,2073.22,0,0,205193.5,Pending,Unpaid,None,OCR Workflow,2026-02-08T00:00:00Z,None,None,Pending Approval,,85.3,INV-01429.pdf,Ready for payment.
1430,INVREC01430,INV-01430,PO-2025-0963,PO0963,VEND024,Schneider Electric,2025-06-20,2025-08-19,USD,272911.74,0,0,18,49124.11,322035.85,Paid,Paid,2025-07-02,System Integration,2025-06-20T00:00:00Z,EMP004,2025-06-22,Passed,,98.9,INV-01430.pdf,Payment pending approval.
1431,INVREC01431,INV-01431,PO-2025-0287,PO0287,VEND097,Goodyear Tire & Rubber,2025-09-27,2025-10-27,GBP,92356.24,0,0,20,18471.25,110827.49,Paid,Paid,2025-10-11,System Integration,2025-09-27T00:00:00Z,EMP017,2025-10-04,Passed,,97.5,INV-01431.pdf,Three-way match completed.
1432,INVREC01432,INV-01432,PO-2024-0344,PO0344,VEND024,Schneider Electric,2024-11-23,2024-12-08,USD,37342.04,1717.49,0,20,7468.41,44810.45,Rejected,Unpaid,None,Manual Entry,2024-11-23T00:00:00Z,EMP024,2024-11-30,Passed,,96.5,INV-01432.pdf,Payment pending approval.
1433,INVREC01433,INV-01433,PO-2026-1452,PO1452,VEND091,Ingersoll Rand,2026-11-21,2026-12-21,GBP,274520.83,6380.84,843.18,0,0,275364.01,Paid,Paid,2026-12-09,Manual Entry,2026-11-21T00:00:00Z,EMP025,2026-11-28,Passed,,85,INV-01433.pdf,Matched successfully against PO.
1434,INVREC01434,INV-01434,PO-2024-1016,PO1016,VEND017,Pinnacle Partners,2024-06-06,2024-07-21,CHF,21013.41,0,0,18,3782.41,24795.82,Rejected,Unpaid,None,System Integration,2024-06-06T00:00:00Z,EMP032,2024-06-12,Passed,,92.4,INV-01434.pdf,Invoice under review.
1435,INVREC01435,INV-01435,PO-2026-1012,PO1012,VEND087,Hilti Corporation,2026-01-13,2026-01-13,CHF,135675.94,0,0,10,13567.59,149243.53,Paid,Paid,2026-01-13,Manual Entry,2026-01-13T00:00:00Z,EMP019,2026-01-14,Passed,,96.8,INV-01435.pdf,Invoice under review.
1436,INVREC01436,INV-01436,PO-2023-0626,PO0626,VEND059,McKinsey & Company,2023-05-07,2023-07-06,CHF,65958.74,2391.71,0,10,6595.87,72554.61,Paid,Paid,2023-05-13,OCR Workflow,2023-05-07T00:00:00Z,EMP026,2023-05-14,Passed,,87.2,INV-01436.pdf,Matched successfully against PO.
1437,INVREC01437,INV-01437,PO-2023-1397,PO1397,VEND066,Jones Lang LaSalle,2023-09-05,2023-11-04,CHF,68363.9,1696.08,0,18,12305.5,80669.4,Paid,Paid,2023-09-18,Manual Entry,2023-09-05T00:00:00Z,EMP036,2023-09-08,Passed,,86.9,INV-01437.pdf,Matched successfully against PO.
1438,INVREC01438,INV-01438,PO-2026-0925,PO0925,VEND100,ZF Friedrichshafen AG,2026-02-22,2026-03-24,USD,95418.76,2520.9,1508.11,20,19083.75,116010.62,Paid,Paid,2026-03-02,System Integration,2026-02-22T00:00:00Z,EMP031,2026-02-25,Passed,,95.7,INV-01438.pdf,Payment pending approval.
1439,INVREC01439,INV-01439,PO-2024-0056,PO0056,VEND023,Caterpillar Inc.,2024-12-08,2025-01-22,INR,270244.48,4765.82,3016.75,5,13512.22,286773.45,Pending,Unpaid,None,System Integration,2024-12-08T00:00:00Z,None,None,Pending Approval,,87.9,INV-01439.pdf,Matched successfully against PO.
1440,INVREC01440,INV-01440,PO-2026-1343,PO1343,VEND019,Vanguard Tech,2026-08-02,2026-09-01,USD,137173.46,0,0,0,0,137173.46,Paid,Paid,2026-08-08,System Integration,2026-08-02T00:00:00Z,EMP010,2026-08-05,Passed,,92.4,INV-01440.pdf,Payment pending approval.
1441,INVREC01441,INV-01441,PO-2024-1019,PO1019,VEND092,Baldor Electric Company,2024-04-14,2024-05-14,CHF,407345,10903.93,1790.72,18,73322.1,482457.82,Paid,Paid,2024-04-22,Manual Entry,2024-04-14T00:00:00Z,EMP005,2024-04-15,Passed,,99.2,INV-01441.pdf,Ready for payment.
1442,INVREC01442,INV-01442,PO-2024-0889,PO0889,VEND067,"CBRE Group, Inc.",2024-12-11,2025-01-10,EUR,233767.67,0,0,0,0,233767.67,Paid,Paid,2024-12-14,System Integration,2024-12-11T00:00:00Z,EMP035,2024-12-13,Passed,,98.2,INV-01442.pdf,Payment pending approval.
1443,INVREC01443,INV-01443,PO-2025-1095,PO1095,VEND084,McMaster-Carr,2025-08-30,2025-09-29,GBP,433368.44,0,0,10,43336.84,476705.28,Paid,Paid,2025-09-07,System Integration,2025-08-30T00:00:00Z,EMP028,2025-09-05,Passed,,90.8,INV-01443.pdf,Matched successfully against PO.
1444,INVREC01444,INV-01444,PO-2025-0891,PO0891,VEND045,Hewlett Packard Enterprise,2025-03-01,2025-03-01,CHF,432529.33,17181.53,4689.45,18,77855.28,515074.06,Paid,Paid,2025-03-01,OCR Workflow,2025-03-01T00:00:00Z,EMP001,2025-03-02,Passed,,89.8,INV-01444.pdf,Ready for payment.
1445,INVREC01445,INV-01445,PO-2026-0795,PO0795,VEND025,ABB Ltd,2026-11-02,2026-12-02,GBP,387255.21,0,1175.24,10,38725.52,427155.97,Paid,Paid,2026-11-03,Manual Entry,2026-11-02T00:00:00Z,EMP003,2026-11-05,Passed,,93,INV-01445.pdf,Matched successfully against PO.
1446,INVREC01446,INV-01446,PO-2023-1465,PO1465,VEND085,Fastenal Company,2023-12-26,2024-01-25,SEK,325607.31,0,0,20,65121.46,390728.77,Paid,Paid,2024-01-04,System Integration,2023-12-26T00:00:00Z,EMP013,2023-12-31,Passed,,91.5,INV-01446.pdf,Payment pending approval.
1447,INVREC01447,INV-01447,PO-2024-0533,PO0533,VEND062,Accenture PLC,2024-07-06,2024-09-04,USD,480183.54,0,4281.73,0,0,484465.27,Rejected,Unpaid,None,OCR Workflow,2024-07-06T00:00:00Z,EMP006,2024-07-12,Passed,,88,INV-01447.pdf,Ready for payment.
1448,INVREC01448,INV-01448,PO-2025-0083,PO0083,VEND027,Honeywell International,2025-11-10,2025-12-10,SEK,260218.87,0,3361.48,10,26021.89,289602.24,Rejected,Unpaid,None,OCR Workflow,2025-11-10T00:00:00Z,EMP011,2025-11-15,Passed,,88.5,INV-01448.pdf,Ready for payment.
1449,INVREC01449,INV-01449,PO-2024-0766,PO0766,VEND022,Siemens AG,2024-01-14,2024-02-13,USD,368733.28,0,0,5,18436.66,387169.94,Paid,Paid,2024-01-21,Manual Entry,2024-01-14T00:00:00Z,EMP029,2024-01-18,Passed,,99.2,INV-01449.pdf,Ready for payment.
1450,INVREC01450,INV-01450,PO-2023-1458,PO1458,VEND055,Deloitte & Touche LLP,2023-01-08,2023-03-09,EUR,474071.76,0,0,10,47407.18,521478.94,Rejected,Unpaid,None,System Integration,2023-01-08T00:00:00Z,EMP001,2023-01-10,Passed,,87.3,INV-01450.pdf,Matched successfully against PO.
1451,INVREC01451,INV-01451,PO-2026-0126,PO0126,VEND052,Moody's Analytics,2026-04-04,2026-05-04,GBP,50616.52,0,0,0,0,50616.52,Paid,Paid,2026-04-23,OCR Workflow,2026-04-04T00:00:00Z,EMP007,2026-04-06,Passed,,92.2,INV-01451.pdf,Payment pending approval.
1452,INVREC01452,INV-01452,PO-2023-0357,PO0357,VEND069,ADT Inc.,2023-09-04,2023-10-04,EUR,262571.89,3692.94,0,5,13128.59,275700.48,Paid,Paid,2023-09-13,Manual Entry,2023-09-04T00:00:00Z,EMP014,2023-09-09,Passed,,86.4,INV-01452.pdf,Payment pending approval.
1453,INVREC01453,INV-01453,PO-2024-1421,PO1421,VEND090,Snap-on Incorporated,2024-12-31,2025-01-30,GBP,136425.76,5429.36,0,20,27285.15,163710.91,Paid,Paid,2025-01-10,OCR Workflow,2024-12-31T00:00:00Z,EMP039,2025-01-07,Passed,,95.3,INV-01453.pdf,Three-way match completed.
1454,INVREC01454,INV-01454,PO-2023-0923,PO0923,VEND091,Ingersoll Rand,2023-05-02,2023-07-01,GBP,482552.82,20106.46,2939.47,18,86859.51,572351.8,Pending,Unpaid,None,System Integration,2023-05-02T00:00:00Z,None,None,Pending Approval,,95.7,INV-01454.pdf,Three-way match completed.
1455,INVREC01455,INV-01455,PO-2026-1457,PO1457,VEND043,Cisco Systems Inc.,2026-02-21,2026-02-21,GBP,163702.04,0,0,5,8185.1,171887.14,Rejected,Unpaid,None,System Integration,2026-02-21T00:00:00Z,EMP015,2026-02-28,Passed,,99.7,INV-01455.pdf,Matched successfully against PO.
1456,INVREC01456,INV-01456,PO-2024-1353,PO1353,VEND045,Hewlett Packard Enterprise,2024-08-02,2024-08-02,CHF,437175.37,0,2668.83,0,0,439844.2,Paid,Paid,2024-08-02,Manual Entry,2024-08-02T00:00:00Z,EMP024,2024-08-06,Passed,,90,INV-01456.pdf,Ready for payment.
1457,INVREC01457,INV-01457,PO-2025-0739,PO0739,VEND001,ABCD & CO,2025-07-20,2025-08-19,SEK,429810.23,0,0,20,85962.05,515772.28,Pending,Unpaid,None,OCR Workflow,2025-07-20T00:00:00Z,None,None,Pending Approval,,94.6,INV-01457.pdf,Invoice under review.
1458,INVREC01458,INV-01458,PO-2024-1108,PO1108,VEND044,IBM Corporation,2024-02-12,2024-02-27,SEK,430922.45,0,0,20,86184.49,517106.94,Rejected,Unpaid,None,Manual Entry,2024-02-12T00:00:00Z,EMP020,2024-02-13,Passed,,95.4,INV-01458.pdf,Matched successfully against PO.
1459,INVREC01459,INV-01459,PO-2024-0099,PO0099,VEND094,Timken Company,2024-02-09,2024-02-09,SEK,195423.2,0,4589.41,20,39084.64,239097.25,Rejected,Unpaid,None,Manual Entry,2024-02-09T00:00:00Z,EMP024,2024-02-16,Passed,,99.2,INV-01459.pdf,Ready for payment.
1460,INVREC01460,INV-01460,PO-2025-1131,PO1131,VEND093,Regal Beloit Corporation,2025-11-25,2025-12-25,CHF,432097.31,9921.49,0,0,0,432097.31,Paid,Paid,2025-11-27,OCR Workflow,2025-11-25T00:00:00Z,EMP030,2025-11-28,Passed,,91.4,INV-01460.pdf,Ready for payment.
1461,INVREC01461,INV-01461,PO-2026-0761,PO0761,VEND023,Caterpillar Inc.,2026-01-16,2026-03-17,INR,480752.8,0,279.17,18,86535.5,567567.47,Rejected,Unpaid,None,System Integration,2026-01-16T00:00:00Z,EMP034,2026-01-18,Passed,,93.8,INV-01461.pdf,Matched successfully against PO.
1462,INVREC01462,INV-01462,PO-2026-0761,PO0761,VEND023,Caterpillar Inc.,2026-01-20,2026-03-21,INR,480752.8,0,279.17,18,86535.5,567567.47,Paid,Paid,2026-01-24,OCR Workflow,2026-01-20T00:00:00Z,EMP040,2026-01-22,Passed,,96.8,INV-01462.pdf,Matched successfully against PO.
1463,INVREC01463,INV-01463,PO-2026-1287,PO1287,VEND031,FedEx Corporation,2026-12-30,2027-01-14,SEK,240038.52,3683.26,1541.99,0,0,241580.51,Pending,Unpaid,None,Manual Entry,2026-12-30T00:00:00Z,None,None,Pending Approval,,88.6,INV-01463.pdf,Three-way match completed.
1464,INVREC01464,INV-01464,PO-2023-0722,PO0722,VEND075,T-Mobile for Business,2023-03-16,2023-03-31,GBP,106700.97,0,3440.05,20,21340.19,131481.21,Paid,Paid,2023-03-25,OCR Workflow,2023-03-16T00:00:00Z,EMP022,2023-03-17,Passed,,89.4,INV-01464.pdf,Payment pending approval.
1465,INVREC01465,INV-01465,PO-2023-0294,PO0294,VEND092,Baldor Electric Company,2023-02-22,2023-03-09,CHF,284470.12,0,0,18,51204.62,335674.74,Paid,Paid,2023-03-02,System Integration,2023-02-22T00:00:00Z,EMP020,2023-03-01,Passed,,85.7,INV-01465.pdf,Matched successfully against PO.
1466,INVREC01466,INV-01466,PO-2025-0018,PO0018,VEND025,ABB Ltd,2025-02-05,2025-03-22,GBP,104640.63,3262.64,0,0,0,104640.63,Rejected,Unpaid,None,System Integration,2025-02-05T00:00:00Z,EMP007,2025-02-09,Passed,,94.5,INV-01466.pdf,Invoice under review.
1467,INVREC01467,INV-01467,PO-2025-0141,PO0141,VEND051,Thomson Reuters,2025-11-03,2025-12-03,USD,351600.55,10851.84,1373.12,18,63288.1,416261.77,Paid,Paid,2025-11-18,OCR Workflow,2025-11-03T00:00:00Z,EMP022,2025-11-04,Passed,,98.3,INV-01467.pdf,Matched successfully against PO.
1468,INVREC01468,INV-01468,PO-2025-1119,PO1119,VEND005,Microsoft Corporation,2025-12-16,2026-01-30,SEK,47879.58,0,3961.33,5,2393.98,54234.89,Paid,Paid,2025-12-19,OCR Workflow,2025-12-16T00:00:00Z,EMP020,2025-12-21,Passed,,93.4,INV-01468.pdf,Matched successfully against PO.
1469,INVREC01469,INV-01469,PO-2023-0825,PO0825,VEND041,Salesforce.com Inc.,2023-03-25,2023-04-09,GBP,241543.76,0,3415.93,5,12077.19,257036.88,Paid,Paid,2023-03-30,OCR Workflow,2023-03-25T00:00:00Z,EMP012,2023-03-30,Passed,,99.8,INV-01469.pdf,Ready for payment.
1470,INVREC01470,INV-01470,PO-2024-0504,PO0504,VEND091,Ingersoll Rand,2024-12-31,2024-12-31,GBP,67298.41,724.69,3779.53,20,13459.68,84537.62,Rejected,Unpaid,None,System Integration,2024-12-31T00:00:00Z,EMP020,2025-01-07,Passed,,96.3,INV-01470.pdf,Three-way match completed.
1471,INVREC01471,INV-01471,PO-2024-1141,PO1141,VEND015,Best Buy Corp,2024-06-13,2024-07-13,INR,397663.85,0,4335.63,18,71579.49,473578.97,Pending,Unpaid,None,OCR Workflow,2024-06-13T00:00:00Z,None,None,Pending Approval,,92.2,INV-01471.pdf,Matched successfully against PO.
1472,INVREC01472,INV-01472,PO-2024-1248,PO1248,VEND038,Penske Logistics,2025-01-07,2025-02-06,SEK,326625.83,4444.36,3924.21,18,58792.65,389342.69,Paid,Paid,2025-01-11,Manual Entry,2025-01-07T00:00:00Z,EMP037,2025-01-11,Passed,,96.3,INV-01472.pdf,Payment pending approval.
1473,INVREC01473,INV-01473,PO-2025-1077,PO1077,VEND023,Caterpillar Inc.,2025-11-29,2025-11-29,INR,465422.1,9901.99,2784.32,10,46542.21,514748.63,Paid,Paid,2025-11-29,System Integration,2025-11-29T00:00:00Z,EMP028,2025-12-05,Passed,,96.7,INV-01473.pdf,Matched successfully against PO.
1474,INVREC01474,INV-01474,PO-2025-0367,PO0367,VEND065,Sodexo S.A.,2025-06-27,2025-08-26,INR,466250.26,0,0,18,83925.05,550175.31,Rejected,Unpaid,None,OCR Workflow,2025-06-27T00:00:00Z,EMP002,2025-06-29,Passed,,86.2,INV-01474.pdf,Matched successfully against PO.
1475,INVREC01475,INV-01475,PO-2023-0788,PO0788,VEND068,Securitas AB,2023-08-25,2023-10-09,EUR,11667.79,0,0,20,2333.56,14001.35,Pending,Unpaid,None,OCR Workflow,2023-08-25T00:00:00Z,None,None,Pending Approval,,92.7,INV-01475.pdf,Three-way match completed.
1476,INVREC01476,INV-01476,PO-2023-0451,PO0451,VEND084,McMaster-Carr,2023-06-29,2023-07-14,GBP,35160.04,616.84,208.44,5,1758,37126.48,Paid,Paid,2023-07-10,OCR Workflow,2023-06-29T00:00:00Z,EMP036,2023-07-02,Passed,,88.1,INV-01476.pdf,Matched successfully against PO.
1477,INVREC01477,INV-01477,PO-2026-0370,PO0370,VEND060,Boston Consulting Group,2026-03-24,2026-05-08,SEK,256457.07,0,937.98,0,0,257395.05,Rejected,Unpaid,None,OCR Workflow,2026-03-24T00:00:00Z,EMP010,2026-03-28,Passed,,91.8,INV-01477.pdf,Payment pending approval.
1478,INVREC01478,INV-01478,PO-2025-0564,PO0564,VEND084,McMaster-Carr,2025-06-03,2025-07-03,GBP,241960.05,8314.05,4212.3,20,48392.01,294564.36,Paid,Paid,2025-06-05,OCR Workflow,2025-06-03T00:00:00Z,EMP022,2025-06-06,Passed,,96,INV-01478.pdf,Ready for payment.
1479,INVREC01479,INV-01479,PO-2025-0102,PO0102,VEND057,Ernst & Young LLP,2025-11-06,2025-12-06,INR,424792.37,0,1902.2,18,76462.63,503157.2,Paid,Paid,2025-11-11,Manual Entry,2025-11-06T00:00:00Z,EMP019,2025-11-12,Passed,,96.4,INV-01479.pdf,Three-way match completed.
1480,INVREC01480,INV-01480,PO-2024-0624,PO0624,VEND012,Elite Services,2024-11-27,2024-12-12,SEK,462557.91,0,0,10,46255.79,508813.7,Paid,Paid,2024-12-04,OCR Workflow,2024-11-27T00:00:00Z,EMP039,2024-12-01,Passed,,99.8,INV-01480.pdf,Ready for payment.
1481,INVREC01481,INV-01481,PO-2023-0454,PO0454,VEND091,Ingersoll Rand,2023-09-14,2023-10-14,GBP,112327.96,0,0,20,22465.59,134793.55,Rejected,Unpaid,None,System Integration,2023-09-14T00:00:00Z,EMP002,2023-09-17,Passed,,97.5,INV-01481.pdf,Invoice under review.
1482,INVREC01482,INV-01482,PO-2025-0429,PO0429,VEND044,IBM Corporation,2026-01-21,2026-03-07,SEK,153867.28,0,0,18,27696.11,181563.39,Paid,Paid,2026-01-27,OCR Workflow,2026-01-21T00:00:00Z,EMP007,2026-01-23,Passed,,91.6,INV-01482.pdf,Invoice under review.
1483,INVREC01483,INV-01483,PO-2025-0833,PO0833,VEND030,Bosch Rexroth AG,2025-12-02,2025-12-02,CHF,64873.7,0,1106.05,18,11677.27,77657.02,Rejected,Unpaid,None,Manual Entry,2025-12-02T00:00:00Z,EMP012,2025-12-09,Passed,,94.9,INV-01483.pdf,Matched successfully against PO.
1484,INVREC01484,INV-01484,PO-2023-0549,PO0549,VEND049,Parker Hannifin Corporation,2023-05-10,2023-06-09,USD,443543.51,4580.54,1944.9,10,44354.35,489842.76,Rejected,Unpaid,None,OCR Workflow,2023-05-10T00:00:00Z,EMP014,2023-05-15,Passed,,98.3,INV-01484.pdf,Payment pending approval.
1485,INVREC01485,INV-01485,PO-2023-0213,PO0213,VEND008,DHL Express,2023-08-17,2023-09-16,INR,212582.12,0,4333.07,0,0,216915.19,Paid,Paid,2023-09-02,OCR Workflow,2023-08-17T00:00:00Z,EMP039,2023-08-24,Passed,,92.7,INV-01485.pdf,Ready for payment.
1486,INVREC01486,INV-01486,PO-2023-1485,PO1485,VEND057,Ernst & Young LLP,2023-12-02,2023-12-17,INR,255193.74,0,0,18,45934.87,301128.61,Paid,Paid,2023-12-09,Manual Entry,2023-12-02T00:00:00Z,EMP011,2023-12-06,Passed,,94.2,INV-01486.pdf,Ready for payment.
1487,INVREC01487,INV-01487,PO-2026-0956,PO0956,VEND015,Best Buy Corp,2026-10-18,2026-11-17,INR,355507.4,9301.24,0,20,71101.48,426608.88,Rejected,Unpaid,None,Manual Entry,2026-10-18T00:00:00Z,EMP014,2026-10-25,Passed,,94,INV-01487.pdf,Invoice under review.
1488,INVREC01488,INV-01488,PO-2024-0344,PO0344,VEND024,Schneider Electric,2024-11-22,2024-12-07,USD,37342.04,0,0,20,7468.41,44810.45,Paid,Paid,2024-11-29,OCR Workflow,2024-11-22T00:00:00Z,EMP013,2024-11-25,Passed,,99.3,INV-01488.pdf,Three-way match completed.
1489,INVREC01489,INV-01489,PO-2023-0143,PO0143,VEND096,Gates Corporation,2023-11-09,2023-12-24,EUR,40915.51,0,0,20,8183.1,49098.61,Paid,Paid,2023-11-18,System Integration,2023-11-09T00:00:00Z,EMP021,2023-11-10,Passed,,97.3,INV-01489.pdf,Payment pending approval.
1490,INVREC01490,INV-01490,PO-2025-0589,PO0589,VEND088,Makita Corporation,2025-10-09,2025-10-24,CHF,124362.59,5026.84,1549.69,10,12436.26,138348.54,Paid,Paid,2025-10-10,OCR Workflow,2025-10-09T00:00:00Z,EMP009,2025-10-11,Passed,,89.4,INV-01490.pdf,Payment pending approval.
1491,INVREC01491,INV-01491,PO-2024-0171,PO0171,VEND009,Office Furniture World,2024-12-12,2025-02-10,USD,67483.15,0,1192.43,0,0,68675.58,Paid,Paid,2024-12-16,System Integration,2024-12-12T00:00:00Z,EMP029,2024-12-19,Passed,,92.4,INV-01491.pdf,Three-way match completed.
1492,INVREC01492,INV-01492,PO-2025-0395,PO0395,VEND055,Deloitte & Touche LLP,2025-08-31,2025-08-31,EUR,201008.56,0,0,0,0,201008.56,Rejected,Unpaid,None,Manual Entry,2025-08-31T00:00:00Z,EMP012,2025-09-04,Passed,,85.9,INV-01492.pdf,Matched successfully against PO.
1493,INVREC01493,INV-01493,PO-2025-1272,PO1272,VEND043,Cisco Systems Inc.,2025-02-09,2025-02-24,GBP,367594.48,0,0,10,36759.45,404353.93,Paid,Paid,2025-02-17,System Integration,2025-02-09T00:00:00Z,EMP010,2025-02-12,Passed,,86.9,INV-01493.pdf,Invoice under review.
1494,INVREC01494,INV-01494,PO-2025-1031,PO1031,VEND018,Summit Systems,2025-09-24,2025-10-24,EUR,14085.97,420.93,1891.83,10,1408.6,17386.4,Rejected,Unpaid,None,System Integration,2025-09-24T00:00:00Z,EMP008,2025-09-28,Passed,,87.2,INV-01494.pdf,Ready for payment.
1495,INVREC01495,INV-01495,PO-2023-1128,PO1128,VEND006,Amazon Business,2023-06-28,2023-08-27,SEK,138004.49,0,1622.04,5,6900.22,146526.75,Paid,Paid,2023-07-05,OCR Workflow,2023-06-28T00:00:00Z,EMP001,2023-06-29,Passed,,93.2,INV-01495.pdf,Matched successfully against PO.
1496,INVREC01496,INV-01496,PO-2024-1108,PO1108,VEND044,IBM Corporation,2024-02-12,2024-02-27,SEK,430922.45,15739.41,0,20,86184.49,517106.94,Paid,Paid,2024-02-14,Manual Entry,2024-02-12T00:00:00Z,EMP038,2024-02-16,Passed,,93,INV-01496.pdf,Payment pending approval.
1497,INVREC01497,INV-01497,PO-2024-0711,PO0711,VEND008,DHL Express,2024-07-19,2024-08-18,INR,287481.39,0,4726.41,0,0,292207.8,Rejected,Unpaid,None,OCR Workflow,2024-07-19T00:00:00Z,EMP034,2024-07-21,Passed,,85.6,INV-01497.pdf,Ready for payment.
1498,INVREC01498,INV-01498,PO-2023-0512,PO0512,VEND034,C.H. Robinson Worldwide,2024-01-06,2024-02-05,SEK,73994.36,1203.47,4035.07,18,13318.98,91348.41,Paid,Paid,2024-01-08,Manual Entry,2024-01-06T00:00:00Z,EMP028,2024-01-09,Passed,,90.2,INV-01498.pdf,Ready for payment.
1499,INVREC01499,INV-01499,PO-2023-0157,PO0157,VEND039,Oracle Corporation,2023-02-23,2023-03-10,CHF,156196.94,0,0,18,28115.45,184312.39,Paid,Paid,2023-02-24,System Integration,2023-02-23T00:00:00Z,EMP023,2023-02-25,Passed,,99.5,INV-01499.pdf,Matched successfully against PO.
1500,INVREC01500,INV-01500,PO-2023-0559,PO0559,VEND023,Caterpillar Inc.,2023-05-24,2023-06-23,INR,96930.03,0,0,5,4846.5,101776.53,Paid,Paid,2023-06-11,OCR Workflow,2023-05-24T00:00:00Z,EMP004,2023-05-25,Passed,,88.3,INV-01500.pdf,Ready for payment.
1501,INVREC01501,INV-01501,PO-2025-1415,PO1415,VEND033,Maersk Line,2025-12-21,2026-01-20,SEK,197642.95,4717.75,2244.05,20,39528.59,239415.59,Pending,Unpaid,None,Manual Entry,2025-12-21T00:00:00Z,None,None,Pending Approval,,91.4,INV-01501.pdf,Three-way match completed.
1502,INVREC01502,INV-01502,PO-2026-1061,PO1061,VEND086,W.W. Grainger International,2026-04-26,2026-06-10,EUR,374029.67,12061.28,0,10,37402.97,411432.64,Paid,Paid,2026-05-14,OCR Workflow,2026-04-26T00:00:00Z,EMP017,2026-05-02,Passed,,89.4,INV-01502.pdf,Matched successfully against PO.
1503,INVREC01503,INV-01503,PO-2025-0035,PO0035,VEND097,Goodyear Tire & Rubber,2025-08-25,2025-09-09,GBP,401280.14,12051.41,2362.58,20,80256.03,483898.75,Paid,Paid,2025-09-08,OCR Workflow,2025-08-25T00:00:00Z,EMP008,2025-08-30,Passed,,96,INV-01503.pdf,Payment pending approval.
1504,INVREC01504,INV-01504,PO-2025-1030,PO1030,VEND053,S&P Global Inc.,2025-04-12,2025-05-12,SEK,260358.67,0,126.54,20,52071.73,312556.94,Paid,Paid,2025-04-13,Manual Entry,2025-04-12T00:00:00Z,EMP009,2025-04-16,Passed,,92.6,INV-01504.pdf,Payment pending approval.
1505,INVREC01505,INV-01505,PO-2025-0347,PO0347,VEND059,McKinsey & Company,2025-09-30,2025-11-14,CHF,148440.44,0,378.25,18,26719.28,175537.97,Paid,Paid,2025-10-14,OCR Workflow,2025-09-30T00:00:00Z,EMP007,2025-10-03,Passed,,92.4,INV-01505.pdf,Ready for payment.
