id,invoice_item_id,invoice_id,line_number,item_code,description,quantity,unit,unit_price,discount,tax_rate,tax_amount,line_total,po_number,received_quantity,matching_status,notes
2049,INVREC00945-02,INVREC00945,2,TIM-001,Bearings,35,Unit,5698.05,0,20,39886.32,199431.58,PO-2024-1226,35,Matched,Three-way match completed.
2050,INVREC00946-01,INVREC00946,1,SFS-001,CRM License,93,User,1999.78,0,20,37195.97,185979.85,PO-2023-0718,93,Matched,Three-way match completed.
2051,INVREC00946-02,INVREC00946,2,SFS-002,Sales Cloud,42,User,4142.41,0,20,34796.23,173981.15,PO-2023-0718,42,Matched,Validated automatically.
2052,INVREC00947-01,INVREC00947,1,ELT-002,Facility Maintenance,7,Hour,19749.56,0,18,24884.44,138246.89,PO-2026-0656,5,Awaiting Approval,Pending goods receipt confirmation.
2053,INVREC00947-02,INVREC00947,2,ELT-001,Janitorial Services,18,Visit,6572.63,0,18,21295.34,118307.43,PO-2026-0656,16,Awaiting Approval,Pending goods receipt confirmation.
2054,INVREC00948-01,INVREC00948,1,TMO-002,IoT Services,300,Device,45.3,0,5,679.47,13589.47,PO-2023-0097,300,Matched,Three-way match completed.
2055,INVREC00948-02,INVREC00948,2,TMO-001,Mobile Plans,51,Line,264.67,0,5,674.91,13498.27,PO-2023-0097,51,Matched,Validated automatically.
2056,INVREC00949-01,INVREC00949,1,BAI-001,Strategy Services,21,Hour,760.98,0,20,3196.11,15980.53,PO-2024-0052,21,Matched,Successfully matched against PO.
2057,INVREC00949-02,INVREC00949,2,BAI-002,Due Diligence,1,Project,19176.63,0,20,3835.33,19176.63,PO-2024-0052,1,Matched,Ready for payment.
2058,INVREC00950-01,INVREC00950,1,MCD-001,Catering Services,2,Event,101214.83,0,20,40485.93,202429.66,PO-2026-0551,2,Matched,Ready for payment.
2059,INVREC00951-01,INVREC00951,1,ATL-001,Air Cargo Charter,2,Flight,57431.55,0,20,22972.62,114863.09,PO-2023-0301,2,Matched,Successfully matched against PO.
2060,INVREC00952-01,INVREC00952,1,MIC-002,Fleet Services,12,Month,17474.57,18872.53,5,9541.12,209694.83,PO-2023-1438,12,Matched,Goods receipt confirmed.
2061,INVREC00952-02,INVREC00952,2,MIC-001,Truck Tires,21,Unit,12999.95,0,5,14593.57,272998.94,PO-2023-1438,21,Matched,Successfully matched against PO.
2062,INVREC00953-01,INVREC00953,1,CHR-001,Freight Brokerage,1,Shipment,219310.36,0,10,21931.04,219310.36,PO-2026-1252,1,Matched,Goods receipt confirmed.
2063,INVREC00953-02,INVREC00953,2,CHR-002,Warehousing,15,Pallet,15092.33,0,10,22638.49,226384.89,PO-2026-1252,15,Matched,Ready for payment.
2064,INVREC00954-01,INVREC00954,1,ATL-001,Air Cargo Charter,2,Flight,57431.55,0,20,22972.62,114863.09,PO-2023-0301,2,Matched,Goods receipt confirmed.
2065,INVREC00955-01,INVREC00955,1,ZF-002,Industrial Drives,2,Unit,41961.33,0,18,15106.08,83922.65,PO-2026-1178,2,Matched,Validated automatically.
2066,INVREC00955-02,INVREC00955,2,ZF-001,Automotive Components,2,Unit,43438.84,0,18,15637.98,86877.67,PO-2026-1178,2,Matched,Ready for payment.
2067,INVREC00956-01,INVREC00956,1,SPG-002,Ratings Services,2,Project,42019.91,4201.99,20,15967.57,84039.82,PO-2025-1030,2,Matched,Validated automatically.
2068,INVREC00956-02,INVREC00956,2,SPG-001,Market Data Subscription,4,Month,44079.71,0,20,36104.16,176318.85,PO-2025-1030,4,Matched,Ready for payment.
2069,INVREC00957-01,INVREC00957,1,SAMI-01,Consulting Services,8,Hour,19092.81,0,5,7637.13,152742.5,PO-2024-0917,8,Matched,Ready for payment.
2070,INVREC00957-02,INVREC00957,2,SAMI-02,Design Work,8,Hour,14001.4,0,5,5600.56,112011.16,PO-2024-0917,8,Matched,Three-way match completed.
2071,INVREC00958-01,INVREC00958,1,SAP-001,ERP License,29,User,2997.49,0,10,8692.72,86927.22,PO-2024-0632,29,Matched,Matched to purchase order.
2072,INVREC00958-02,INVREC00958,2,SAP-002,Implementation Services,18,Hour,7167.68,0,10,12901.83,129018.29,PO-2024-0632,18,Matched,Goods receipt confirmed.
2073,INVREC00959-01,INVREC00959,1,IR-001,Compressed Air Systems,2,Unit,61631.66,0,0,0,123263.31,PO-2023-0388,2,Matched,Goods receipt confirmed.
2074,INVREC00959-02,INVREC00959,2,IR-002,Air Tools,6,Unit,18413.41,3314.41,0,0,110480.45,PO-2023-0388,6,Matched,Matched to purchase order.
2075,INVREC00960-01,INVREC00960,1,FAS-001,Industrial Fasteners,25,Box,4386.3,0,0,0,109657.51,PO-2023-1271,25,Matched,Ready for payment.
2076,INVREC00960-02,INVREC00960,2,FAS-002,Safety Supplies,49,Unit,2651.06,0,0,0,129901.97,PO-2023-1271,49,Matched,Validated automatically.
2077,INVREC00961-01,INVREC00961,1,MAK-001,Power Tools,9,Unit,16514.01,0,20,29725.21,148626.05,PO-2023-0580,9,Matched,Validated automatically.
2078,INVREC00961-02,INVREC00961,2,MAK-002,Accessories,10,Box,26676.47,0,20,53352.94,266764.7,PO-2023-0580,10,Matched,Matched to purchase order.
2079,INVREC00962-01,INVREC00962,1,UNI-002,Protective Gear,12,Unit,3199.81,0,10,3839.77,38397.7,PO-2024-0404,12,Matched,Goods receipt confirmed.
2080,INVREC00962-02,INVREC00962,2,UNI-001,Work Uniforms,60,Month,261.39,0,10,1568.36,15683.57,PO-2024-0404,60,Matched,Matched to purchase order.
2081,INVREC00963-01,INVREC00963,1,WMI-002,Recycling Services,12,Month,14955.05,0,18,32302.91,179460.63,PO-2026-0094,12,Matched,Ready for payment.
2082,INVREC00963-02,INVREC00963,2,WMI-001,Waste Collection,1,Month,165460.15,0,18,29782.83,165460.15,PO-2026-0094,1,Matched,Validated automatically.
2083,INVREC00964-01,INVREC00964,1,WWG-001,MRO Supplies,50,Box,2322.68,0,20,23226.82,116134.11,PO-2026-0491,50,Matched,Three-way match completed.
2084,INVREC00964-02,INVREC00964,2,WWG-002,HVAC Parts,19,Unit,10379.41,0,20,39441.77,197208.87,PO-2026-0491,19,Matched,Validated automatically.
2085,INVREC00965-01,INVREC00965,1,NH-001,Strategic Consulting,16,Hour,17325.41,19404.46,20,51560.43,277206.63,PO-2024-0002,16,Matched,Goods receipt confirmed.
2086,INVREC00965-02,INVREC00965,2,NH-002,Market Analysis,2,Project,101240.68,0,20,44377.17,202481.36,PO-2024-0002,2,Matched,Validated automatically.
2087,INVREC00966-01,INVREC00966,1,ACC-002,Systems Integration,1,Project,35981.16,0,10,3598.12,35981.16,PO-2025-1301,1,Matched,Three-way match completed.
2088,INVREC00966-02,INVREC00966,2,ACC-001,Technology Consulting,11,Hour,4906.52,0,10,5397.17,53971.74,PO-2025-1301,11,Matched,Ready for payment.
2089,INVREC00967-01,INVREC00967,1,TMO-002,IoT Services,448,Device,292.92,0,0,0,131227.86,PO-2024-0978,448,Matched,Validated automatically.
2090,INVREC00967-02,INVREC00967,2,TMO-001,Mobile Plans,52,Line,1554.55,0,0,0,80836.36,PO-2024-0978,52,Matched,Goods receipt confirmed.
2091,INVREC00968-01,INVREC00968,1,TYC-001,Fire Protection Systems,1,Unit,10131.61,0,18,1823.69,10131.61,PO-2026-1436,1,Matched,Validated automatically.
2092,INVREC00968-02,INVREC00968,2,TYC-002,Building Safety,1,System,5377.54,0,18,967.96,5377.54,PO-2026-1436,1,Matched,Goods receipt confirmed.
2093,INVREC00969-01,INVREC00969,1,DELL-KB,Keyboard,13,Unit,3511.66,0,5,2282.58,45651.64,PO-2025-1423,13,Matched,Three-way match completed.
2094,INVREC00969-02,INVREC00969,2,DELL-MON,"24"" Monitor",11,Unit,4150.15,0,5,2282.58,45651.64,PO-2025-1423,11,Matched,Three-way match completed.
2095,INVREC00970-01,INVREC00970,1,HPE-001,Server,2,Unit,72038.91,0,20,28815.56,144077.82,PO-2023-0313,2,Matched,Goods receipt confirmed.
2096,INVREC00970-02,INVREC00970,2,HPE-002,Storage Array,5,Unit,52202.11,0,20,52202.11,261010.54,PO-2023-0313,5,Matched,Goods receipt confirmed.
2097,INVREC00971-01,INVREC00971,1,DHL-FUEL,Fuel Surcharge,1,Percent,121014.57,0,5,6050.73,121014.57,PO-2025-0637,1,Matched,Validated automatically.
2098,INVREC00971-02,INVREC00971,2,DHL-INT,International Shipping,3,Shipment,74680.17,0,5,11202.03,224040.5,PO-2025-0637,3,Matched,Successfully matched against PO.
2099,INVREC00971-03,INVREC00971,3,DHL-EXP,Express Delivery,1,Shipment,88307.93,0,5,4415.4,88307.93,PO-2025-0637,1,Matched,Validated automatically.
2100,INVREC00972-01,INVREC00972,1,TIM-001,Bearings,30,Unit,1758.65,0,20,10551.91,52759.57,PO-2024-1153,30,Matched,Goods receipt confirmed.
2101,INVREC00972-02,INVREC00972,2,TIM-002,Lubrication Systems,8,Unit,4912.56,0,20,7860.1,39300.5,PO-2024-1153,8,Matched,Ready for payment.
2102,INVREC00973-01,INVREC00973,1,HIL-001,Power Tools,3,Unit,59850.22,0,20,35910.13,179550.65,PO-2025-1160,3,Matched,Matched to purchase order.
2103,INVREC00973-02,INVREC00973,2,HIL-002,Anchoring Systems,8,Box,28655.96,0,20,45849.54,229247.7,PO-2025-1160,8,Matched,Validated automatically.
2104,INVREC00974-01,INVREC00974,1,KUN-001,Supply Chain Management,1,Month,258531.85,0,5,12926.59,258531.85,PO-2026-0112,1,Matched,Validated automatically.
2105,INVREC00974-02,INVREC00974,2,KUN-002,Air Freight,1,Shipment,231521.06,0,5,11576.05,231521.06,PO-2026-0112,1,Matched,Validated automatically.
2106,INVREC00975-01,INVREC00975,1,BCG-001,Management Consulting,10,Hour,16239.11,0,20,32478.22,162391.11,PO-2024-1333,10,Matched,Matched to purchase order.
2107,INVREC00975-02,INVREC00975,2,BCG-002,Operations Improvement,1,Project,212709.49,0,20,42541.9,212709.49,PO-2024-1333,1,Matched,Ready for payment.
2108,INVREC00976-01,INVREC00976,1,HIL-001,Power Tools,2,Unit,45821.46,0,0,0,91642.91,PO-2024-1405,2,Matched,Validated automatically.
2109,INVREC00976-02,INVREC00976,2,HIL-002,Anchoring Systems,6,Box,28135.98,0,0,0,168815.9,PO-2024-1405,6,Matched,Goods receipt confirmed.
2110,INVREC00977-01,INVREC00977,1,UNI-001,Work Uniforms,13,Month,18985.38,0,18,44425.79,246809.93,PO-2025-0959,13,Matched,Ready for payment.
2111,INVREC00977-02,INVREC00977,2,UNI-002,Protective Gear,14,Unit,11632.93,0,18,29314.97,162860.97,PO-2025-0959,14,Matched,Validated automatically.
2112,INVREC00978-01,INVREC00978,1,BAL-001,Electric Motors,9,Unit,27532.22,0,0,0,247790,PO-2023-1155,9,Matched,Validated automatically.
2113,INVREC00978-02,INVREC00978,2,BAL-002,Drives,3,Unit,68437.24,0,0,0,205311.72,PO-2023-1155,3,Matched,Validated automatically.
2114,INVREC00979-01,INVREC00979,1,SAMI-01,Consulting Services,2,Hour,93096.27,16757.33,20,33887.04,186192.54,PO-2025-1115,2,Matched,Goods receipt confirmed.
2115,INVREC00979-02,INVREC00979,2,SAMI-02,Design Work,8,Hour,27637.96,0,20,47572.2,221103.65,PO-2025-1115,8,Matched,Matched to purchase order.
2116,INVREC00980-01,INVREC00980,1,SCH-002,Electrical Components,11,Unit,7494.8,0,5,4122.14,82442.81,PO-2026-0856,11,Matched,Ready for payment.
2117,INVREC00980-02,INVREC00980,2,SCH-001,Energy Management,1,System,67696.94,0,5,3384.85,67696.94,PO-2026-0856,1,Matched,Matched to purchase order.
2118,INVREC00981-01,INVREC00981,1,WWG-002,HVAC Parts,5,Unit,3313.81,0,18,2982.43,16569.04,PO-2024-0848,5,Matched,Matched to purchase order.
2119,INVREC00981-02,INVREC00981,2,WWG-001,MRO Supplies,15,Box,1858.54,0,18,5018.05,27878.06,PO-2024-0848,15,Matched,Ready for payment.
2120,INVREC00982-01,INVREC00982,1,SPG-002,Ratings Services,2,Project,12245.4,0,5,1224.54,24490.8,PO-2023-0093,2,Matched,Goods receipt confirmed.
2121,INVREC00982-02,INVREC00982,2,SPG-001,Market Data Subscription,4,Month,3800.3,0,5,760.06,15201.19,PO-2023-0093,4,Matched,Validated automatically.
2122,INVREC00983-01,INVREC00983,1,HIL-001,Power Tools,5,Unit,11031.6,0,10,5515.8,55157.98,PO-2026-1012,5,Matched,Goods receipt confirmed.
2123,INVREC00983-02,INVREC00983,2,HIL-002,Anchoring Systems,13,Box,6193.69,0,10,8051.8,80517.96,PO-2026-1012,13,Matched,Matched to purchase order.
2124,INVREC00984-01,INVREC00984,1,HPE-001,Server,9,Unit,30681.62,0,18,49704.22,276134.54,PO-2025-0891,9,Matched,Ready for payment.
2125,INVREC00984-02,INVREC00984,2,HPE-002,Storage Array,3,Unit,52131.6,0,18,28151.06,156394.79,PO-2025-0891,3,Matched,Matched to purchase order.
2126,INVREC00985-01,INVREC00985,1,THO-001,Legal Research Software,12,User,6923.86,0,5,4154.32,83086.36,PO-2023-1362,12,Matched,Successfully matched against PO.
2127,INVREC00985-02,INVREC00985,2,THO-002,Tax Software,6,User,18568.54,0,5,5570.56,111411.26,PO-2023-1362,6,Matched,Goods receipt confirmed.
2128,INVREC00986-01,INVREC00986,1,SEC-002,Access Control Systems,5,Unit,34617.1,12115.98,10,16096.95,173085.48,PO-2024-0943,5,Matched,Successfully matched against PO.
2129,INVREC00986-02,INVREC00986,2,SEC-001,Security Guard Services,119,Hour,1388.88,0,10,17739.31,165277.12,PO-2024-0943,119,Matched,Ready for payment.
2130,INVREC00987-01,INVREC00987,1,SNA-002,Diagnostic Equipment,4,Unit,56695.9,13607.02,20,42635.32,226783.61,PO-2025-0510,4,Matched,Successfully matched against PO.
2131,INVREC00987-02,INVREC00987,2,SNA-001,Hand Tools,16,Unit,9501.24,10641.38,20,33125.36,152019.78,PO-2025-0510,16,Matched,Ready for payment.
2132,INVREC00988-01,INVREC00988,1,SNA-002,Diagnostic Equipment,2,Unit,100251.64,0,10,20050.33,200503.27,PO-2024-1150,2,Matched,Validated automatically.
2133,INVREC00988-02,INVREC00988,2,SNA-001,Hand Tools,18,Unit,6950.02,0,10,12510.03,125100.33,PO-2024-1150,18,Matched,Three-way match completed.
2134,INVREC00989-01,INVREC00989,1,CUM-001,Engine Parts,4,Unit,36981.41,0,0,0,147925.62,PO-2026-0537,4,Matched,Validated automatically.
2135,INVREC00989-02,INVREC00989,2,CUM-002,Generators,3,Unit,20906.82,0,0,0,62720.46,PO-2026-0537,3,Matched,Validated automatically.
2136,INVREC00990-01,INVREC00990,1,MAK-001,Power Tools,4,Unit,1310.01,0,10,524,5240.04,PO-2025-0104,4,Awaiting Approval,Pending goods receipt confirmation.
2137,INVREC00990-02,INVREC00990,2,MAK-002,Accessories,30,Box,180.8,271.2,10,542.39,5423.91,PO-2025-0104,24,Awaiting Approval,Pending goods receipt confirmation.
2138,INVREC00991-01,INVREC00991,1,FED-002,International Freight,4,Shipment,46467.71,0,5,9293.54,185870.83,PO-2026-0571,4,Matched,Successfully matched against PO.
2139,INVREC00991-02,INVREC00991,2,FED-001,Express Shipping,8,Shipment,29599.29,0,5,11839.72,236794.35,PO-2026-0571,8,Matched,Validated automatically.
2140,INVREC00992-01,INVREC00992,1,BCG-001,Management Consulting,13,Hour,13902.38,0,5,9036.54,180730.88,PO-2023-1255,13,Matched,Validated automatically.
2141,INVREC00992-02,INVREC00992,2,BCG-002,Operations Improvement,1,Project,133787.8,0,5,6689.39,133787.8,PO-2023-1255,1,Matched,Matched to purchase order.
2142,INVREC00993-01,INVREC00993,1,IBM-002,Consulting Services,14,Hour,13968.21,0,20,39110.97,195554.87,PO-2026-0777,14,Matched,Goods receipt confirmed.
2143,INVREC00993-02,INVREC00993,2,IBM-001,Mainframe Hardware,1,Unit,242962.12,0,20,48592.42,242962.12,PO-2026-0777,1,Matched,Goods receipt confirmed.
2144,INVREC00994-01,INVREC00994,1,SFS-002,Sales Cloud,41,User,4980.09,0,18,36753.09,204183.84,PO-2026-0030,41,Matched,Matched to purchase order.
2145,INVREC00994-02,INVREC00994,2,SFS-001,CRM License,27,User,8538.15,0,18,41495.43,230530.15,PO-2026-0030,27,Matched,Validated automatically.
2146,INVREC00995-01,INVREC00995,1,ABB-001,Power Automation,3,Unit,38737.49,0,10,11621.25,116212.48,PO-2026-0961,3,Matched,Matched to purchase order.
2147,INVREC00995-02,INVREC00995,2,ABB-002,Drives & Motors,10,Unit,7558.54,0,10,7558.54,75585.35,PO-2026-0961,10,Matched,Validated automatically.
2148,INVREC00996-01,INVREC00996,1,ABCD-200,Industrial Fasteners,27,Box,7831.94,0,5,10573.12,211462.46,PO-2025-1011,27,Matched,Successfully matched against PO.
2149,INVREC00996-02,INVREC00996,2,ABCD-300,Packaging Film,52,Roll,4066.59,0,5,10573.12,211462.47,PO-2025-1011,52,Matched,Goods receipt confirmed.
2150,INVREC00997-01,INVREC00997,1,MCK-001,Strategy Consulting,36,Hour,5194.81,0,0,0,187013.09,PO-2025-0336,36,Matched,Ready for payment.
2151,INVREC00997-02,INVREC00997,2,MCK-002,Market Research,1,Project,175176.81,7007.07,0,0,175176.81,PO-2025-0336,1,Matched,Matched to purchase order.
2152,INVREC00998-01,INVREC00998,1,CIN-002,Floor Mats,37,Month,5449.21,0,18,36291.72,201620.67,PO-2025-0155,37,Matched,Three-way match completed.
2153,INVREC00998-02,INVREC00998,2,CIN-001,Uniforms Rental,76,Month,3563.6,0,18,48750.07,270833.74,PO-2025-0155,76,Matched,Matched to purchase order.
2154,INVREC00999-01,INVREC00999,1,WMI-001,Waste Collection,2,Month,90602.14,0,5,9060.21,181204.27,PO-2024-1428,2,Matched,Ready for payment.
2155,INVREC00999-02,INVREC00999,2,WMI-002,Recycling Services,2,Month,52347.9,0,5,5234.79,104695.8,PO-2024-1428,2,Matched,Goods receipt confirmed.
2156,INVREC01000-01,INVREC01000,1,BAL-001,Electric Motors,4,Unit,23354.87,0,18,16815.5,93419.47,PO-2025-0467,4,Matched,Goods receipt confirmed.
2157,INVREC01000-02,INVREC01000,2,BAL-002,Drives,2,Unit,68835.41,0,18,24780.75,137670.81,PO-2025-0467,2,Matched,Ready for payment.
2158,INVREC01001-01,INVREC01001,1,EMR-002,Valves & Actuators,4,Unit,11550.56,0,0,0,46202.24,PO-2024-0509,4,Matched,Goods receipt confirmed.
2159,INVREC01001-02,INVREC01001,2,EMR-001,Process Control,2,Unit,17476.5,0,0,0,34953,PO-2024-0509,2,Matched,Successfully matched against PO.
2160,INVREC01002-01,INVREC01002,1,ALP-001,Heavy Machinery,1,Unit,174893.4,0,10,17489.34,174893.4,PO-2026-1176,1,Matched,Three-way match completed.
2161,INVREC01002-02,INVREC01002,2,ALP-002,Spare Parts,9,Box,14849.44,0,10,13364.5,133644.95,PO-2026-1176,9,Matched,Successfully matched against PO.
2162,INVREC01003-01,INVREC01003,1,VMW-002,Support Services,3,Year,109741.81,0,5,16461.27,329225.42,PO-2023-1006,3,Matched,Matched to purchase order.
2163,INVREC01003-02,INVREC01003,2,VMW-001,vSphere License,19,CPU,8911.36,0,5,8465.8,169315.93,PO-2023-1006,19,Matched,Ready for payment.
2164,INVREC01004-01,INVREC01004,1,VER-001,Mobile Services,18,Line,10692.31,0,20,38492.33,192461.64,PO-2023-1225,18,Matched,Matched to purchase order.
2165,INVREC01004-02,INVREC01004,2,VER-002,Data Services,7,Month,25058.3,0,20,35081.61,175408.07,PO-2023-1225,7,Matched,Successfully matched against PO.
2166,INVREC01005-01,INVREC01005,1,MCK-002,Market Research,1,Project,168418.3,0,0,0,168418.3,PO-2025-0336,1,Matched,Matched to purchase order.
2167,INVREC01005-02,INVREC01005,2,MCK-001,Strategy Consulting,49,Hour,3954.52,0,0,0,193771.6,PO-2025-0336,49,Matched,Goods receipt confirmed.
2168,INVREC01006-01,INVREC01006,1,JCI-002,Building Automation,1,System,173521.91,0,0,0,173521.91,PO-2026-0234,1,Matched,Successfully matched against PO.
2169,INVREC01006-02,INVREC01006,2,JCI-001,HVAC System,3,Unit,85689.83,0,0,0,257069.5,PO-2026-0234,3,Matched,Validated automatically.
2170,INVREC01007-01,INVREC01007,1,GOO-002,Retread Services,10,Unit,20381.4,0,5,10190.7,203813.95,PO-2024-1044,10,Matched,Three-way match completed.
2171,INVREC01007-02,INVREC01007,2,GOO-001,Commercial Tires,37,Unit,2512.64,0,5,4648.39,92967.76,PO-2024-1044,37,Matched,Goods receipt confirmed.
2172,INVREC01008-01,INVREC01008,1,BAL-002,Drives,4,Unit,40292.46,0,18,29010.57,161169.86,PO-2026-0813,4,Matched,Validated automatically.
2173,INVREC01008-02,INVREC01008,2,BAL-001,Electric Motors,1,Unit,235176.43,0,18,42331.76,235176.43,PO-2026-0813,1,Matched,Three-way match completed.
2174,INVREC01009-01,INVREC01009,1,EXP-001,Customs Clearance,4,Shipment,50217.09,0,10,20086.83,200868.34,PO-2023-1246,4,Matched,Goods receipt confirmed.
2175,INVREC01009-02,INVREC01009,2,EXP-002,International Logistics,2,Shipment,101537.84,0,10,20307.57,203075.68,PO-2023-1246,2,Matched,Goods receipt confirmed.
2176,INVREC01010-01,INVREC01010,1,SFS-001,CRM License,93,User,441.72,0,18,7394.34,41079.67,PO-2026-0448,93,Matched,Successfully matched against PO.
2177,INVREC01010-02,INVREC01010,2,SFS-002,Sales Cloud,37,User,1487.14,0,18,9904.35,55024.14,PO-2026-0448,37,Matched,Ready for payment.
2178,INVREC01011-01,INVREC01011,1,TYC-002,Building Safety,2,System,75578.1,0,0,0,151156.2,PO-2026-0174,2,Matched,Ready for payment.
2179,INVREC01011-02,INVREC01011,2,TYC-001,Fire Protection Systems,4,Unit,67363.09,10778.09,0,0,269452.37,PO-2026-0174,4,Matched,Three-way match completed.
2180,INVREC01012-01,INVREC01012,1,ADT-002,Alarm Systems,4,Unit,8040.68,0,5,1608.14,32162.71,PO-2026-0769,4,Matched,Matched to purchase order.
2181,INVREC01012-02,INVREC01012,2,ADT-001,Security Monitoring,5,Month,6678.06,0,5,1669.52,33390.3,PO-2026-0769,5,Matched,Validated automatically.
2182,INVREC01013-01,INVREC01013,1,PEN-001,Fleet Management,5,Month,22269.94,0,18,20042.95,111349.71,PO-2024-1248,4,Awaiting Approval,Pending goods receipt confirmation.
2183,INVREC01013-02,INVREC01013,2,PEN-002,Distribution Services,98,Pallet,2196.7,0,18,38749.7,215276.12,PO-2024-1248,74,Awaiting Approval,Pending goods receipt confirmation.
2184,INVREC01014-01,INVREC01014,1,PWC-001,Assurance Services,1,Project,213264.57,0,5,10663.23,213264.57,PO-2026-0987,1,Matched,Matched to purchase order.
2185,INVREC01014-02,INVREC01014,2,PWC-002,Advisory Services,23,Hour,4464.48,0,5,5134.15,102682.94,PO-2026-0987,23,Matched,Ready for payment.
2186,INVREC01015-01,INVREC01015,1,PAR-001,Hydraulic Components,15,Unit,8731.19,0,18,23574.2,130967.79,PO-2023-1476,15,Matched,Successfully matched against PO.
2187,INVREC01015-02,INVREC01015,2,PAR-002,Seals & Gaskets,11,Box,19893.84,0,18,39389.81,218832.26,PO-2023-1476,11,Matched,Successfully matched against PO.
2188,INVREC01016-01,INVREC01016,1,GE-001,Power Generation,1,Unit,7304.18,292.17,20,1402.4,7304.18,PO-2026-1022,1,Matched,Successfully matched against PO.
2189,INVREC01016-02,INVREC01016,2,GE-002,Medical Equipment,3,Unit,2796.92,755.17,20,1736.59,8390.76,PO-2026-1022,3,Matched,Ready for payment.
2190,INVREC01017-01,INVREC01017,1,SNA-001,Hand Tools,6,Unit,31628.16,0,10,18976.9,189768.97,PO-2024-1150,6,Matched,Three-way match completed.
2191,INVREC01017-02,INVREC01017,2,SNA-002,Diagnostic Equipment,1,Unit,135834.63,0,10,13583.46,135834.63,PO-2024-1150,1,Matched,Successfully matched against PO.
2192,INVREC01018-01,INVREC01018,1,DELL-KB,Keyboard,31,Unit,1204.88,0,5,1867.57,37351.34,PO-2025-1423,31,Matched,Three-way match completed.
2193,INVREC01018-02,INVREC01018,2,DELL-LAT,Latitude Laptop,1,Unit,53951.94,4316.16,5,2697.59,53951.94,PO-2025-1423,1,Matched,Ready for payment.
2194,INVREC01019-01,INVREC01019,1,BAI-001,Strategy Services,17,Hour,9658.64,0,20,32839.39,164196.95,PO-2024-1194,11,Vendor Mismatch,Vendor does not match purchase order.
2195,INVREC01019-02,INVREC01019,2,BAI-002,Due Diligence,1,Project,85472.39,4273.62,20,17094.48,85472.39,PO-2024-1194,1,Missing PO,Invoice has no purchase order.
2196,INVREC01020-01,INVREC01020,1,VMW-002,Support Services,2,Year,19253.99,0,5,1925.4,38507.97,PO-2025-0614,2,Matched,Ready for payment.
2197,INVREC01020-02,INVREC01020,2,VMW-001,vSphere License,11,CPU,6764.91,6697.26,5,3720.7,74414.04,PO-2025-0614,11,Matched,Successfully matched against PO.
2198,INVREC01021-01,INVREC01021,1,BBY-001,Television,4,Unit,2093.7,0,10,837.48,8374.78,PO-2026-1105,4,Matched,Successfully matched against PO.
2199,INVREC01021-02,INVREC01021,2,BBY-002,Audio System,5,Unit,1144.16,171.62,10,572.08,5720.8,PO-2026-1105,5,Matched,Goods receipt confirmed.
2200,INVREC01022-01,INVREC01022,1,SAMI-02,Design Work,3,Hour,83811.16,0,10,25143.35,251433.47,PO-2023-1335,3,Matched,Goods receipt confirmed.
2201,INVREC01022-02,INVREC01022,2,SAMI-01,Consulting Services,9,Hour,13478.4,0,10,12130.56,121305.62,PO-2023-1335,9,Matched,Three-way match completed.
2202,INVREC01023-01,INVREC01023,1,ECO-001,Cleaning Chemicals,13,Case,8000.81,0,0,0,104010.53,PO-2024-0276,13,Matched,Ready for payment.
2203,INVREC01023-02,INVREC01023,2,ECO-002,Sanitation Services,4,Month,10082.66,0,0,0,40330.62,PO-2024-0276,4,Matched,Successfully matched against PO.
2204,INVREC01024-01,INVREC01024,1,IR-002,Air Tools,9,Unit,6746.72,0,5,3036.02,60720.47,PO-2023-1137,9,Matched,Matched to purchase order.
2205,INVREC01024-02,INVREC01024,2,IR-001,Compressed Air Systems,3,Unit,31774.87,0,5,4766.23,95324.61,PO-2023-1137,3,Matched,Matched to purchase order.
2206,INVREC01025-01,INVREC01025,1,BAL-002,Drives,4,Unit,21664.72,0,18,15598.59,86658.86,PO-2025-0467,4,Awaiting Approval,Pending goods receipt confirmation.
2207,INVREC01025-02,INVREC01025,2,BAL-001,Electric Motors,6,Unit,24071.9,0,18,25997.66,144431.42,PO-2025-0467,5,Awaiting Approval,Pending goods receipt confirmation.
2208,INVREC01026-01,INVREC01026,1,ACC-002,Systems Integration,1,Project,30051.79,0,0,0,30051.79,PO-2026-1302,1,Matched,Matched to purchase order.
2209,INVREC01026-02,INVREC01026,2,ACC-001,Technology Consulting,18,Hour,1817.48,0,0,0,32714.61,PO-2026-1302,18,Matched,Three-way match completed.
2210,INVREC01027-01,INVREC01027,1,MAE-002,Freight Forwarding,3,Shipment,35479.74,0,18,19159.06,106439.23,PO-2023-0478,3,Matched,Three-way match completed.
2211,INVREC01027-02,INVREC01027,2,MAE-001,Container Shipping,1,Container,178543.22,0,18,32137.78,178543.22,PO-2023-0478,1,Matched,Successfully matched against PO.
2212,INVREC01028-01,INVREC01028,1,MSC-002,Abrasives,40,Box,5120.56,0,18,36868.06,204822.53,PO-2025-0003,40,Matched,Validated automatically.
2213,INVREC01028-02,INVREC01028,2,MSC-001,Metalworking Tools,17,Unit,7887.79,0,18,24136.64,134092.45,PO-2025-0003,17,Matched,Validated automatically.
2214,INVREC01029-01,INVREC01029,1,MIC-001,Truck Tires,18,Unit,12627.74,0,0,0,227299.38,PO-2023-0247,18,Matched,Ready for payment.
